Name;Type;Damage;Attacks;Decay;Ammo
XFire Survival Knife (L);Shortblades;19;51;4.713;0
Young Argonaut's Claws (L);Power Fist;28;61;6.650;0
Z12 Barbarella;Laser;9;48;0.020;215
Zekkonian Claw Alpha (L);Power Fist;3;67;0.723;0
Zekkonian Longblade Alpha (L);Longblades;8;22; ;0
Zekkonian Shortblade Alpha (L);Shortblades;3;61;0.725;0
Zekkonian Shortblade Gamma (L);Shortblades;8;48; ; 
Zekkonian Short Sword Alpha (L);Longblades;4;44;0.964;0
Zekkonian Short Sword Gamma (L);Longblades;12;48; ; 
Zorra's HK;Laser;145;28;13.500;2190
Zyn'kimbro Fishing Spear;Clubs;40;11;10.000;0
